"4825","PORK/BEEF SKINLESS 7 8-1 KAVANAGH","$3.60","LB","EA","20.00"
"4826","KNOCKWURST 4-1 1LB","$3.77","LB","EA","1.20"
"4827","KNOCKWURST 5-1 20 LB","$3.67","LB","EA","20.00"
"4828","LOOSE KNOCKWURST","$3.72","LB","EA","5.00"
"4830","SKINLESS KNOCKWURST","$3.63","LB","EA","5.00"
"5010","ALL BEEF PKG FRANKS","$4.73","LB","EA","6.00"
"5015","ALL BEEF LOOSE FRANKS","$4.67","LB","EA","6.00"
"5016","ALL BEEF SKINLESS FRANKS 4-1 10","$4.67","LB","EA","20.00"
"5017","ALL BEEF SKINLESS FRANKS 5-1","$4.67","LB","EA","5.00"
"5018","ALL BEEF SKINLESS FRANKS 6-1 8","$4.67","LB","EA","10.00"
"5019","ALL BEEF SKINLESS FRANKS 8-1","$4.67","LB","EA","6.00"
"5021","AB PUSHCART SKINLESS 6-1 6 1LB","$4.77","EA","EA","1.00"
"5035","ALL BEEF NATURAL CASING FRANKS 5LB","$5.05","LB","EA","5.00"
"5040","ALL BEEF NATURAL CASING FRANKS 2LB","$5.15","LB","EA","1.90"
"5041","AB NAT CAS PUSHCART 6-1 FRANKS 5LB","$5.05","LB","EA","5.00"
"5042","AB NAT CASING PUSHCART  8-1 FRANKS","$5.05","LB","EA","5.00"
"5043","AB NAT CAS PUSHCART  6-1 FRANKS 1LB","$5.15","LB","EA","1.00"
"5046","ALL BEEF NAT CASING  FRANKS 4-1 5LB","$5.05","LB","EA","5.00"
"5050","AB NAT CAS PUSCHCART FRANKS 10-1 5LB","$5.05","LB","EA","5.00"
"5052","AB NAT CASING PUSHCART FRANKS 1LB","$5.15","LB","EA","1.00"
"5053","AB PUSHCART SKINLESS FRANK4-1 6 1LB","$4.77","LB","EA","1.00"
"5055","AB PUSHCART SKINLESS FRANKS 5LB","$4.67","LB","EA","5.00"
"5056","AB PUSHCART SKINLESS FRANKS 1LB","$4.77","LB","EA","1.00"
"5057","AB PC SKINLESS FRANKS 6-1 8 20 LB","$4.67","LB","EA","20.00"
"5059","AB PC SKINLESS FRANKS 4-1 10 5LB","$4.67","LB","EA","5.00"
"5060","ALL BEEF PUSHCART HOTS 5LB","$4.67","LB","EA","5.00"
"5061","AB PC SKINLESS FRANKS 4-1 8 1/2 5LB","$4.67","LB","EA","5.00"
"5062","AB PC SKINLESS 8-1 FRANKS 7 2LB","$4.67","LB","EA","2.00"
"5063","AB PC SKINLESS FRANKS 3-1 10 5LB","$4.67","LB","EA","5.00"
"5064","AB PC 4-1 SKINLESS FRANKS 6 5LB","$4.67","LB","EA","5.00"
"5068","AB PUSHCART SKINLESS 6-1 6 5LB","$4.67","LB","EA","5.00"
"5070","AB PUSHCART SKINLESS 8-1 7 20LB","$4.67","LB","LB","20.00"
"5072","ALL BEEF PUSHCART HOT 1LB","$4.77","LB","EA","1.00"
"5201","PORK&BEEF NC FRANKS 6-1 20LB","$4.07","LB","EA","20.00"
"5202","PORK & BEEF NC FRANKS 6-1 10 LB","$4.07","LB","EA","10.00"
"5203","PORK&BEEF NC FRANKS NO STRING 20LB","$4.07","LB","EA","20.00"
"5204","PORK & BEEF NC FRANKS 5-1 20LB","$4.07","LB","EA","20.00"
"5206","PORK&BEEF NC FRANKS 4-1 5LB","$4.07","LB","EA","5.00"
"5207","PORK & BEEF NC FRANKS 10-1 5LB","$4.07","LB","EA","5.00"
"5208","PORK&BEEF NC FRANKS 4-1 20LB","$4.07","LB","EA","20.00"
"5209","P&B SC FRANKS 5-1 9 5LB GERARD","$4.07","LB","EA","5.00"
"5210","PORK&BEEF NC FRANKS 8-1 5LB","$4.07","LB","EA","5.00"
"5211","PORK&BEEF NC FRANKS 6-1 1LB","$4.22","LB","EA","1.10"
"5212","PORK&BEEF NAT CASING  6-1 2LB","$4.17","LB","EA","2.40"
"5213","PORK&BEEF NAT CASING 6-1 3LB","$4.17","LB","EA","3.00"
"5215","PORK&BEEF NAT CASING FRANKS 6-1 5LB","$4.07","LB","EA","5.00"
"5216","JALAPENO CHEDDAR  3LB FRANKS","$4.27","LB","EA","3.00"
"5219","JALAPENO CHEDDAR 1 LB PB FRANKS","$4.32","LB","EA","1.10"
"5220","PORK&BEEF NC FRANKS 5-1 5LB","$4.07","LB","EA","5.00"
"5230","ALL NATURAL PORK & BEEF FRANKS","$4.77","LB","EA","6.00"
"5260","PORK&BEEF DEEP FRY FRANKS 10-1 20LB","$4.25","LB","EA","20.00"
"5265","PORK&BEEF DEEP FRY FRANKS 8-1 20LB","$4.25","LB","EA","20.00"
"5266","PORK&BEEF DEEP FRY FRANKS  7 1/4 20","$4.25","LB","EA","20.00"
"5268","PORK&BEEF DEEP FRY FRANKS  6-1  5LB","$4.25","LB","EA","5.00"
"5269","PORK&BEEF DEEP FRY FRANKS 8-1 5LB","$4.25","LB","EA","5.00"
"5270","PORK&BEEF DEEP FRY FRANKS 6-1 20LB","$4.25","LB","EA","20.00"
"5275","PORK&BEEF COCKTAIL FRANKS 5LB","$4.35","LB","EA","5.00"
"6002","THUMANN BLACK FOLDERS","$2.30","EA","EA","0.00"
"6006","CART DEMO WEEK","$200.00","EA","EA","0.00"
"6007","BUSINESS CARDS","$30.00","EA","EA","0.00"
"6008","DAILY TRUCK RENTAL","$225.00","EA","EA","0.00"
"6009","STORE HOUR SIGNS","$0.00","EA","EA","0.00"
"6010","12 PACK COOLER BAG","$7.00","EA","EA","0.00"
"6011","LETTERS","$5.20","SET","EA","0.00"
"6012","GLOSSY PRESENTATION FOLDERS 25 COUNT","$25.00","EA","EA","0.00"
"6013","C-104 PLASTIC HOLDER","$0.00","EA","EA","0.00"
"6014","WEEKLY TRUCK RENTAL","$1020.00","EA","EA","0.00"
"6015","NO MSG BOARD","$21.95","EA","EA","0.00"
"6017B","CAP BLACK","$13.50","EA","EA","0.00"
"6017R","CAP RED","$13.50","EA","EA","0.00"
"6020","THUMANN APRON","$16.00","EA","EA","0.00"
"6020S","STRIPED APRON","$16.00","EA","EA","0.00"
"6021","MSG BOARD WITH SHINGLE","$31.95","EA","EA","0.00"
"6022","DELUXE ELECTRIC MINI CART","$411.00","EA","EA","0.00"
"6024","THU BOXES","$1.00","EA","EA","0.00"
"6025","LARGE BANNER 95X42","$29.00","EA","EA","0.00"
"6025S","SMALL BANNER 36X24","$17.00","EA","EA","0.00"
"6027","CART DEMO","$50.00","EA","EA","0.00"
"6029B","BLACK VISOR","$9.75","EA","EA","0.00"
"6031","UMBRELLA / MINI CART","$30.00","EA","EA","0.00"
"6031P","UMBRELLA POLE/MINI CART","$7.00","EA","EA","0.00"
"6032","SANDWICH LABELS","$0.00","ROL","EA","0.00"
"6034","TEE SHIRT","$11.95","EA","EA","0.00"
"6035H","DELI CASE TAPE HORIZONTAL","$0.00","EA","EA","0.00"
"6035V","DELI CASE TAPE VERTICAL","$0.00","EA","EA","0.00"
"6036","GOLF SHIRT","$17.95","EA","EA","0.00"
"6037L","GRAY BUTTON DOWN L/S","$27.00","EA","EA","0.00"
"6037S","GRAY BUTTON DOWN S/S","$27.00","EA","EA","0.00"
"6038","SWEAT SHIRT BLACK","$16.00","EA","EA","0.00"
"604210","SHELF LINER 10 INCH","$17.36","EA","EA","0.00"
"604212","SHELF LINER 12 INCH","$17.98","EA","EA","0.00"
"6044","NUTRITIONAL INFORMATION","$0.00","CS","EA","0.00"
"6045","PRODUCT CATALOG","$0.00","CS","EA","0.00"
"6049B2","BUTTONDOWN SHIRT S/S BLACK 2XLG SALE","$15.00","EA","EA","0.00"
"6049R2","BUTTON DOWN SHIRT S/S RED 2XLG SALE","$15.00","EA","EA","0.00"
"6049W2","WHITE S/S SHIRT 2X SALE REG $25.50","$15.00","EA","EA","0.00"
